Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
e6edcbf5-6780-453c-a5d3-51c644fa9b60,397bc86f-aea5-47e3-ac36-c69f0468b83e,Fully Paid,339636,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,11689.37,23.0,,12,0,465177,627792.0,0.0,0.0
dcd0fe45-71d8-4872-b89a-993f3f0c3f51,8bc3e1f6-4932-45c6-9ffb-8c5757c6cfa3,Fully Paid,108086,Short Term,,,,Home Mortgage,Home Improvements,14612.9,29.9,,14,0,453834,707234.0,0.0,0.0
1869e69c-38a1-475b-87b5-75c3a5593d99,368b7108-5e47-412e-a64d-da2ee6ac12ab,Fully Paid,570592,Short Term,,,10+ years,Rent,Debt Consolidation,26770.43,14.4,,4,0,542241,715902.0,0.0,0.0
d8c08d59-fe78-4193-8592-3e982a3eaed6,fb77717c-a128-4c27-b4b1-cdcf9e9bde35,Fully Paid,67496,Short Term,701.0,1482646.0,8 years,Rent,Other,13343.7,13.2,,10,1,46740,96646.0,1.0,0.0
2a23cf81-23cb-4891-9fdc-a3c32c57f24c,04629445-b283-49fd-9d9d-82682ffad146,Fully Paid,234960,Short Term,710.0,1445957.0,10+ years,Rent,Debt Consolidation,11471.25,16.9,36.0,13,2,121258,417890.0,0.0,2.0
9babf173-9930-43a0-b447-2a6d23d6b385,a438f9e4-318f-4e9d-ac3e-d02583753628,Charged Off,422290,Short Term,698.0,838413.0,5 years,Own Home,Debt Consolidation,14951.67,30.8,,17,0,497344,877866.0,0.0,0.0
6cf06de4-55d9-436a-a153-a454e0bbe050,b4849ff1-6eff-49b6-8c6b-0e1b70e061c4,Fully Paid,227678,Long Term,726.0,1031092.0,10+ years,Rent,Debt Consolidation,20535.96,15.7,25.0,8,1,161063,224422.0,1.0,0.0
e9341ad7-82ff-483e-9ece-c737432042be,88665465-1025-43c7-a571-2f7f98bcb96a,Fully Paid,119548,Short Term,735.0,1536568.0,< 1 year,Rent,Debt Consolidation,33292.18,17.8,22.0,21,0,82859,209022.0,0.0,0.0
28ef2954-9700-4133-a1a2-f75fe65d80fe,398c5e04-c163-43eb-9b69-a004dfbf4808,Fully Paid,606760,Long Term,618.0,2545240.0,10+ years,Home Mortgage,Debt Consolidation,26958.34,23.1,23.0,9,0,939341,2120184.0,0.0,0.0
11483adc-4a20-4d9d-ab2e-00e70351a50f,8d3daf4f-c492-4bb7-818d-bfd115f36243,Fully Paid,172392,Long Term,730.0,2557704.0,10+ years,Home Mortgage,Debt Consolidation,21229.08,25.7,,12,1,235372,439560.0,1.0,0.0
d760474f-3953-4ddc-a8e4-a6ab76eb12fa,4982dd80-0c64-47ad-84a9-eb07dda6fa5f,Fully Paid,69212,Short Term,694.0,298870.0,8 years,Home Mortgage,Debt Consolidation,5952.32,20.7,,6,1,32167,140536.0,1.0,0.0
d7015f51-9314-42f0-8b14-19b1825f400c,d22f3f4a-f711-45ae-b643-eb87288d21e9,Fully Paid,296252,Short Term,,,6 years,Rent,Debt Consolidation,14035.87,31.5,,10,0,288154,522170.0,0.0,0.0
fdf3a73a-8ce6-43f2-a155-5822a2b5af36,99cdf665-adf9-4746-b807-5aa5397c9620,Fully Paid,771386,Long Term,691.0,1865344.0,10+ years,Home Mortgage,Debt Consolidation,41348.56,19.7,,13,0,363850,440704.0,0.0,0.0
2599532a-098c-47a4-917b-00b5027e6f5f,8722f4f5-b1c7-4dd8-9147-0abbc9c703eb,Fully Paid,185526,Short Term,719.0,367308.0,,Rent,Debt Consolidation,3428.17,11.9,,5,0,158460,328240.0,0.0,0.0
03a4aa96-a13c-4bee-98d0-af3bffe24434,6a028d9c-ebcf-42ca-95be-1baeff04355d,Fully Paid,360580,Long Term,725.0,1557050.0,4 years,Home Mortgage,Debt Consolidation,12119.15,16.4,,11,1,66234,412302.0,1.0,0.0
a0b65964-07c2-448c-846e-34e0b31a2793,647aab13-d39f-415c-8269-644156eb4b39,Fully Paid,265826,Short Term,702.0,2518659.0,10+ years,Home Mortgage,Debt Consolidation,25606.49,17.2,,8,1,139441,227414.0,1.0,0.0
58501a25-9b63-4831-bdb5-1c7788ff7e3b,65ca8462-bc9c-4683-a455-9721dbb883e7,Fully Paid,664950,Long Term,725.0,1722825.0,1 year,Own Home,Debt Consolidation,42783.44,28.0,29.0,23,0,520600,1122528.0,0.0,0.0
eaafa2d1-a02b-4285-a2f5-ec050707eddf,a50f10bf-73a7-416c-8e83-233afa061007,Fully Paid,155122,Short Term,745.0,1607647.0,10+ years,Rent,Debt Consolidation,30009.55,16.4,,11,0,616265,1221880.0,0.0,0.0
cd977405-f6dc-426d-8a03-8921700a3c71,f3f15e51-b614-41b0-8e0b-38728687bfd3,Fully Paid,219010,Short Term,744.0,617576.0,10+ years,Home Mortgage,Debt Consolidation,9623.88,23.1,,8,0,399076,637362.0,0.0,0.0
093bd68b-2ca6-4bc4-8afd-a0bd2374779c,de9f9628-13e7-4cb2-acc4-89f49817ed39,Fully Paid,557876,Long Term,724.0,1618819.0,10+ years,Home Mortgage,Debt Consolidation,12357.03,16.8,,14,2,499852,1077802.0,0.0,2.0
e95a556d-e378-4e74-9e7a-de2ef017f849,7ba228ef-4f65-458e-8ff2-59e5d6ea855c,Fully Paid,538736,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,46402.18,18.6,,15,0,965485,2368520.0,0.0,0.0
eba2df10-2a2a-49ed-a391-86ac12125081,a4cd0104-1910-4d71-8f26-e48cd64bed45,Fully Paid,450648,Long Term,718.0,972990.0,1 year,Rent,Home Improvements,15000.12,20.7,,8,0,386118,795520.0,0.0,0.0
09240909-1f4a-4be5-bcbd-0146bd5f8521,fb5dd724-701e-4537-b641-2cb76a9610ac,Fully Paid,49038,Short Term,716.0,577467.0,2 years,Rent,Debt Consolidation,7795.89,8.6,,7,0,47652,77066.0,0.0,0.0
02b2de11-3ce1-452e-a5b0-47b322c0bdb5,37d3e04c-6c59-43ae-b35a-097a7044cdc6,Charged Off,89914,Short Term,7340.0,601844.0,4 years,Rent,Debt Consolidation,2146.62,9.9,41.0,6,0,53238,132572.0,0.0,0.0
6659fae5-6da4-4fef-b8b3-0984f4287270,40018dcb-571b-467f-81e0-d442f6154eac,Fully Paid,99999999,Short Term,723.0,1511488.0,10+ years,Home Mortgage,Debt Consolidation,43203.34,13.4,74.0,25,0,709479,1355596.0,0.0,0.0
6a3d7bfe-1f44-4c10-897c-13417d728e1a,d878d481-354b-4661-b934-0f65b87b069b,Fully Paid,705122,Short Term,726.0,2702313.0,5 years,Home Mortgage,Debt Consolidation,49767.65,28.8,40.0,12,1,179873,710842.0,1.0,0.0
fe74cca5-92b2-4b8b-9f47-3292c8ffe3fb,e71697a7-00e6-441a-aeab-39f1a2c40a19,Charged Off,777238,Short Term,6800.0,2167178.0,8 years,Rent,Debt Consolidation,62487.2,27.5,,42,0,1388178,1913538.0,0.0,0.0
250c151a-31a2-469f-9358-213648bd5b09,0e18e8b2-dbf1-4fb8-9585-eaafa8a5c8c8,Fully Paid,328086,Short Term,,,2 years,Rent,Debt Consolidation,13852.52,8.4,,7,0,170107,404448.0,0.0,0.0
24d9ba14-2752-4cdb-9cc8-79ad16127ca8,9da6fc17-3dd6-43cf-a802-44e87f180caf,Fully Paid,380776,Long Term,697.0,1160634.0,10+ years,Home Mortgage,Debt Consolidation,16829.25,24.6,47.0,8,0,236265,694342.0,0.0,0.0
f395f4c4-81d5-4069-bf2a-5bbceef82c6f,8a9807cb-daf6-4fe7-8878-c0202ddf17e5,Fully Paid,443124,Long Term,689.0,1851379.0,10+ years,Own Home,Debt Consolidation,37336.14,12.8,33.0,13,0,180272,416636.0,0.0,0.0
d4cc0af7-e9a3-4cbd-a386-24fd9dfa824b,444136e4-601f-4c3d-941a-bcf6881da72e,Fully Paid,660660,Long Term,700.0,2035033.0,5 years,Home Mortgage,Debt Consolidation,18654.39,16.4,64.0,7,0,130891,286484.0,0.0,0.0
d3e85be7-faa5-43d0-8d94-b9ac68ccfbd9,62d86c32-4883-4803-af39-0526b141fa4b,Fully Paid,33176,Short Term,747.0,955320.0,2 years,Home Mortgage,other,10906.57,23.6,51.0,6,0,135869,318472.0,0.0,0.0
ef7493bf-8bbc-4db8-8650-930e0092e085,c5a0f48a-fef8-4a53-90a3-6bb81ad1e8d2,Fully Paid,521400,Long Term,724.0,1601244.0,7 years,Rent,Debt Consolidation,22017.2,14.0,,16,1,320929,1007072.0,1.0,0.0
e67767f5-ba7e-42a9-be1d-90d3b3013501,e4475913-5bfa-42a6-8c50-7d68d942dec4,Fully Paid,336644,Short Term,712.0,1841290.0,10+ years,Rent,Debt Consolidation,26238.24,20.3,47.0,21,0,431129,763312.0,0.0,0.0
eff80d7b-98bb-48e1-b22d-5f72e9fef4f0,9ee85bbb-e1a1-4763-bdcf-15b2a6f989e8,Fully Paid,99999999,Short Term,739.0,1797419.0,10+ years,Home Mortgage,Debt Consolidation,47332.04,33.7,,11,0,4871410,10406968.0,0.0,0.0
d276c0c7-e227-414f-9c00-4bbaf0ca8c77,78257020-f8b5-4793-8062-a4270572dcc9,Fully Paid,301400,Long Term,724.0,1580439.0,10+ years,Rent,wedding,5452.43,20.5,44.0,11,0,51756,1762860.0,0.0,0.0
e9f4103d-e1c4-47b5-a3f2-1804b09b9df9,bf33de31-bf01-49ea-893b-b2bb4356b636,Fully Paid,445720,Short Term,747.0,2887050.0,10+ years,Home Mortgage,Debt Consolidation,9840.1,26.6,,10,0,276032,1559140.0,0.0,0.0
056615cb-43e6-4c32-b526-4001cb8f2f81,8156911c-e3fd-4da0-98ed-ab662906e0c5,Fully Paid,271458,Short Term,728.0,1562959.0,2 years,Own Home,Debt Consolidation,27221.68,11.5,,10,0,394212,988020.0,0.0,0.0
bd0f2843-9dc2-4ece-8875-36a73ed9fa51,16a93570-2477-4bef-903b-5ecac4821117,Fully Paid,769626,Short Term,707.0,1804107.0,10+ years,Own Home,Debt Consolidation,32173.08,23.6,30.0,15,0,954560,2105290.0,0.0,0.0
e646533d-9d6f-4a8f-84e5-9ef99588374e,e14ee5e9-41f0-4381-958c-4ad0d1127b86,Fully Paid,253220,Short Term,,,1 year,Rent,Debt Consolidation,18750.91,15.1,25.0,4,0,410191,730730.0,0.0,0.0
83984cb9-c042-467a-8557-4b21d3a6657d,96c69297-079a-4243-a5de-99a05b4fa9c4,Charged Off,217734,Short Term,728.0,376751.0,,Rent,Debt Consolidation,6624.35,13.3,11.0,9,0,115026,571604.0,0.0,0.0
d1454586-f8c9-4444-ba48-9ee16265a0d7,cc7cce8c-afe5-4bd5-9358-b70bc38f673d,Fully Paid,302676,Short Term,737.0,840218.0,2 years,Rent,Debt Consolidation,19534.85,13.2,,15,0,293417,557898.0,0.0,0.0
04c85eaa-c7c9-4a62-adff-699ed1a7e946,6e8c7859-de58-4d29-a8ad-0a864b6d7ebe,Charged Off,184668,Short Term,741.0,816430.0,3 years,Home Mortgage,Debt Consolidation,20342.73,15.4,18.0,6,0,153615,345400.0,0.0,0.0
12792584-bae4-4a35-a142-7a7156e304a9,a3ccc80f-87cf-4747-92d8-3f5f290bb47e,Fully Paid,607816,Long Term,683.0,1612264.0,1 year,Rent,Debt Consolidation,20421.96,14.9,,22,0,536351,855404.0,0.0,0.0
9f88e696-9797-444e-bb2c-4968a7d76e9c,01bc0618-2e2d-466d-815b-665efd450a1c,Fully Paid,177848,Short Term,733.0,595194.0,< 1 year,Home Mortgage,Debt Consolidation,8729.36,10.8,,12,0,126996,275902.0,0.0,0.0
3fea8ada-3ae5-42f4-8d13-fcd501a97e85,1eb253f2-33c5-45a2-8a27-826678ca9bc5,Fully Paid,91542,Short Term,740.0,386251.0,,Rent,Debt Consolidation,7853.84,16.9,,13,1,53922,315370.0,1.0,0.0
56e8e806-c0b6-4aec-8587-0db3d85fd57b,7658623a-091e-4237-8bb3-5fef008054f6,Fully Paid,250822,Short Term,744.0,659281.0,10+ years,Home Mortgage,Debt Consolidation,13899.83,17.0,,11,0,206587,651772.0,0.0,0.0
cf1e7653-3b56-4436-b973-84a6cf09ca2d,7b4699b2-7ab1-42dd-ae46-83ee2d96067e,Fully Paid,400862,Long Term,,,4 years,Home Mortgage,Other,1346.34,10.6,,4,0,42085,389818.0,0.0,0.0
a0233a30-7856-4c96-8708-0b16197ce51a,b11513d1-b4f3-4db2-b94a-fa8c724f9744,Fully Paid,99999999,Long Term,719.0,1430282.0,3 years,Rent,Debt Consolidation,7997.67,12.5,,14,0,394782,1360436.0,0.0,0.0
9827cdf4-f6b0-420c-99fb-b1c4a57f6873,1029d946-3a3b-402c-9464-51608c7bc83d,Fully Paid,221232,Short Term,734.0,1299239.0,1 year,Rent,Debt Consolidation,23927.46,17.9,76.0,18,0,180652,334158.0,0.0,0.0
66f74f30-b524-45a9-8be2-ef1e40b1c4cc,df91f048-5e68-4921-877c-32f03638953f,Fully Paid,99999999,Short Term,743.0,2278632.0,4 years,Rent,Debt Consolidation,32850.24,14.5,38.0,12,0,444315,1309066.0,0.0,0.0
347de296-ef00-4ce1-afec-29cf0a661962,3e28b8e1-eec6-4c4a-8b1b-d718535bc995,Fully Paid,89474,Short Term,699.0,656849.0,3 years,Rent,Debt Consolidation,3848.07,11.7,60.0,10,0,30552,198682.0,0.0,0.0
557903cf-34be-40ff-acfc-e92f421e2eef,83e7407e-ff58-4bdd-8681-dd2dd0e50992,Fully Paid,314006,Short Term,742.0,1016215.0,10+ years,Rent,Debt Consolidation,11601.97,21.0,,16,0,559721,1620256.0,0.0,0.0
e26d66e0-4a7c-46bd-8e72-94b7857cb9f4,edba97a5-f1e8-4228-9c4b-10e1e1551a4c,Charged Off,93720,Short Term,,,7 years,Home Mortgage,Debt Consolidation,9796.4,17.0,25.0,14,0,200545,323400.0,0.0,0.0
fa84edf3-dbc9-453c-86b1-997f49f5889f,abe837ae-fc68-46d7-97d3-a5b3f59a7f8c,Fully Paid,45650,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,15861.39,16.5,19.0,10,0,91808,369094.0,0.0,0.0
f4545273-112e-4cec-9691-3655edea9e78,de2c9dec-f502-460a-aae5-629c01af80ac,Fully Paid,334004,Short Term,711.0,1538392.0,< 1 year,Rent,Debt Consolidation,13460.93,33.6,,8,0,149074,193710.0,0.0,0.0
4d3e1b66-c66f-4243-90b9-04b2c9cd20f9,0956037a-abab-4065-b86f-24bd0b3be5e6,Fully Paid,99999999,Short Term,745.0,2013430.0,10+ years,Rent,Debt Consolidation,15805.34,29.5,40.0,10,0,176054,295878.0,0.0,0.0
5f9ba98c-8ab5-4c65-a8a2-19b69947b451,ecfa6fed-34c4-4e82-8f81-a2c1fd3b39eb,Charged Off,643786,Long Term,671.0,1460207.0,10+ years,Rent,Debt Consolidation,25188.68,26.0,,13,0,527326,717486.0,0.0,0.0
245630e4-49eb-400c-8fb7-1e7aed358da0,e3872566-b1c3-4ada-a8b0-def3bcb3e19d,Fully Paid,105644,Short Term,740.0,760380.0,< 1 year,Rent,wedding,7983.99,9.7,,15,0,25631,112398.0,0.0,0.0
ef28aa2b-fdf0-42c2-857b-654ca5e6f957,969b3a03-4ea5-44f5-96ee-72203d4e3de1,Fully Paid,655842,Short Term,709.0,2019852.0,10+ years,Home Mortgage,Debt Consolidation,36104.75,22.1,,10,0,614726,880924.0,0.0,0.0
2f8464b4-9119-47f6-a7d0-b1c0120b04b3,49528c2a-e28e-4aac-bc7f-c0490701823e,Fully Paid,174702,Short Term,748.0,848673.0,10+ years,Rent,Debt Consolidation,14922.41,46.3,56.0,9,0,60648,385858.0,0.0,0.0
a994df29-06e9-4725-86e4-e2b072fbf90c,3c4686b9-b1f9-4afe-8f92-613aefa52e85,Charged Off,46156,Short Term,654.0,1640745.0,6 years,Home Mortgage,Business Loan,31721.26,16.7,63.0,8,0,164008,199914.0,0.0,0.0
04575d76-b763-41b8-b7f8-dce92601f2af,a583877a-c142-4a7c-8ad3-bb7c4737ddae,Fully Paid,177672,Short Term,697.0,479522.0,4 years,Rent,Debt Consolidation,2933.03,12.7,,6,0,128630,153230.0,0.0,0.0
4a06f358-51c8-44e8-9a3d-5fa2343a9c25,e3ff17f9-3605-49f6-b1fc-7ed9223b9c38,Charged Off,275066,Long Term,588.0,774136.0,5 years,Rent,other,20772.51,5.1,29.0,4,0,169613,306878.0,0.0,0.0
e5a0641a-103e-491d-98f2-f342e21ff8ac,55c6e746-2cce-49d9-bc48-e3fc16536d1e,Charged Off,195470,Short Term,739.0,543951.0,7 years,Rent,Debt Consolidation,7615.2,30.3,,8,0,257488,558338.0,0.0,0.0
0d4258a3-1b23-4803-91fe-560365a39462,2d6d3728-4b90-4197-8629-778684e687f8,Fully Paid,478148,Short Term,741.0,1520380.0,8 years,Home Mortgage,Debt Consolidation,19131.48,16.3,6.0,11,0,166174,593846.0,0.0,0.0
6edfbe6d-979d-49d8-9fc8-63112947481a,173c7174-1d5e-4e59-bdee-354b32a171c5,Fully Paid,109582,Short Term,744.0,813903.0,2 years,Rent,Debt Consolidation,11665.81,8.7,,6,0,16910,89760.0,0.0,0.0
e69c7645-6f79-4f35-82b2-36bdfcdc0ab0,5d23a7d4-3814-40c6-9703-a7362c00004c,Fully Paid,121462,Short Term,730.0,824220.0,10+ years,Home Mortgage,Debt Consolidation,9821.86,28.0,52.0,8,0,527820,793716.0,0.0,0.0
0552979f-5d89-4d45-beed-4497a704af27,8e731bd1-7dea-48a0-9265-7802dfc35933,Fully Paid,161986,Short Term,682.0,738321.0,2 years,Rent,Debt Consolidation,13781.84,22.5,46.0,25,0,295697,499092.0,0.0,0.0
c30de0f0-c618-47ea-b115-1cacf8f51f06,368b2939-1697-4928-a3d9-2e6cc061eea9,Fully Paid,99999999,Short Term,728.0,756409.0,7 years,Rent,Debt Consolidation,8698.58,14.5,44.0,6,0,66956,85382.0,0.0,0.0
5173d77f-4f9d-4ac8-b5e4-f7582c8e289d,b4d1f6e6-fdd1-4e9a-8145-c1f0509606af,Charged Off,444400,Long Term,6380.0,1285198.0,1 year,Own Home,Buy House,19277.97,29.4,34.0,6,0,145198,246510.0,0.0,0.0
bd952060-9827-40ec-ae1b-c95ad549d3bb,7eff9a22-073f-45ce-ae69-449a7b6eb192,Fully Paid,344564,Short Term,,,< 1 year,Rent,Debt Consolidation,16691.12,10.9,,25,0,225891,385770.0,0.0,0.0
40741000-02b1-4c58-879a-8a81fc2fbf92,fb962c5f-dc73-45ff-822d-0205e25630ac,Fully Paid,598268,Short Term,709.0,2808105.0,6 years,Home Mortgage,Debt Consolidation,63416.3,11.6,30.0,10,0,188423,369776.0,0.0,0.0
68913661-c24f-4d7e-9fcf-406ae086b493,c99bb959-cea0-4d58-ba83-ae0f1622b029,Fully Paid,262020,Long Term,712.0,942875.0,10+ years,Rent,Debt Consolidation,8957.36,19.3,,6,0,148352,353452.0,0.0,0.0
b7d4be9c-5585-4383-aa07-6f08b62c2272,8b853f49-fb52-4d6d-be35-8e345256551a,Fully Paid,326612,Long Term,,,4 years,Home Mortgage,Debt Consolidation,42576.15,11.0,,18,0,248539,648142.0,0.0,0.0
2853d875-582a-48a7-9dc6-d62444418877,17a5abdd-2698-4ee9-bfba-3ee29650aa50,Fully Paid,762542,Long Term,690.0,2634198.0,2 years,Rent,Debt Consolidation,30512.86,33.9,,20,0,865811,2687696.0,0.0,0.0
92a4ad57-ad81-4292-a2e5-63b35e5d3da4,5292f6d4-db79-4f36-8e8b-1cb9388053ac,Fully Paid,99999999,Short Term,736.0,1993860.0,,Own Home,Debt Consolidation,17446.37,24.6,,10,1,95969,277794.0,1.0,0.0
aaa43e56-265f-44c1-ac3f-d80fbb1dde37,665b18b0-9d7c-4481-ab43-1b9e2201be3f,Fully Paid,239030,Short Term,738.0,613700.0,6 years,Rent,Debt Consolidation,13859.55,13.2,,5,1,260737,381194.0,1.0,0.0
58b9702b-8ddb-4ff7-89b7-f90885686c16,50a14a24-fc80-4154-ab1b-5cd45b5106b6,Fully Paid,99999999,Short Term,724.0,914014.0,10+ years,Home Mortgage,Debt Consolidation,11348.89,33.9,54.0,12,1,149245,288992.0,1.0,0.0
9bbb6b2c-ee77-4da7-a310-d0bbd1b5e092,fa5dfd1c-100d-4065-9cd7-9cdc88873ffe,Fully Paid,215468,Short Term,,,10+ years,Home Mortgage,Home Improvements,11397.72,14.4,,13,0,108604,924616.0,0.0,0.0
c846e37e-fca8-4d08-b250-3c2842853c34,d4a1a806-e19d-453c-8db0-007bfecec822,Charged Off,485562,Long Term,,,10+ years,Rent,Debt Consolidation,11840.8,9.9,,5,1,38418,106150.0,1.0,0.0
e33b5de6-6019-4ea0-9d8e-9eec3b5a447a,156a5795-861a-4e59-885a-2f7cca4ad65e,Fully Paid,79376,Short Term,,,5 years,Rent,Debt Consolidation,1417.21,14.1,14.0,4,0,9861,35002.0,0.0,0.0
